"CENTRUM ONKOLOGII", 14506
"MAJAKOWSKIEGO", 14493
"LEGIA-STADION", 14492
"KOMORÓW", 14456
"ORDONA", 14401
"GWIAŹDZISTA", 14395
"PRZY AGORZE", 14390
"HALINÓW", 14337
"PODLEŚNA-IMiGW", 14335
"KAZUBÓW", 14292
"PŁOCKA-SZPITAL", 14251
"Warszawa Salomea", 14216
"MANGALIA", 14180
"RZESZOTARSKIEJ", 14106
"SUWAK", 14097
"MURANÓW", 14091
"NOWY ŚWIAT-UNIWERSYTET", 14042
"CM. WAWRZYSZEWSKI", 13976
"WIŚNIOWA", 13944
"WAT", 13902
"PIASECZNO", 13857
"ŁOJEWSKA", 13855
"BATUMI", 13838
"METRO CENTRUM NAUKI KOPERNIK", 13797
"CHOMICZÓWKA", 13791
"DĄBRÓWKA WIŚLANA", 13754
"BEREZYŃSKA", 13697
"BIBLIOTEKA NARODOWA", 13607
"CONRADA", 13525
"KINOWA", 13437
"CIEPŁOWNIA WOLA", 13396
"HANDLOWA", 13388
"CHOTOMÓW", 13329
"SZWEDZKA", 13302
"KOBYŁKA-OSSÓW", 13255
"LEGIONOWO", 13180
"CM. WŁOSKI", 13169
"KONDRATOWICZA", 13139
"KLARYSEWSKA", 13131
"ŻOŁNY", 13036
"Warszawa Raków", 12891
"STĘPIŃSKA", 12881
"MENNICA", 12852
"ZAJĘCZA", 12848
"STEGNY", 12803
"MARYNIN", 12724
"ZAJEZDNIA KLESZCZOWA", 12719
"PL. SZWEDZKI", 12656
"WARSZAWA OKĘCIE", 12645
"WARSZAWA GOCŁAWEK", 12634
"CH REDUTA", 12515
"BLISKA", 12450
"CM. WOLSKI", 12361
"KRÓLOWEJ MARYSIEŃKI", 12359
"JESIENNYCH LIŚCI", 12358
"PL. TEATRALNY", 12320
"PKP PIASECZNO", 12266
"RYŻOWA", 12251
"ŻERAŃ WSCHODNI", 12236
"BROWARNA", 12202
"GRENADIERÓW", 12200
"OS. DERBY", 12155
"MIŃSK MAZ. ANIELINA", 12041
"LUBELSKA", 11973
"POBORZAŃSKA", 11934
"ŚW. HIERONIMA", 11833
"GRABÓW", 11828
"KAPITULNA", 11823
"ŻYTNIA", 11815
"FALENICA", 11809
"MADALIŃSKIEGO", 11804
"INSTYTUT NEUROLOGII", 11796
"WARSZAWA WOLA GRZYBOWSKA", 11790
"DWERNICKIEGO", 11772
"UKSW", 11768
"SOKRATESA", 11759
"PL. INWALIDÓW", 11704
"EMILII PLATER", 11677
"KOŚCIÓŁ", 11664
"WITEBSKA", 11570
"WAŁ MIEDZESZYŃSKI", 11561
"BALEYA", 11484
"SMOLUCHOWSKIEGO", 11463
"BEETHOVENA", 11454
"PIASTÓW ŚLĄSKICH", 11276
"URSYNÓW ZACH.", 11257
"BIAŁOWIEJSKA", 11211
"PILECKIEGO", 11204
"REZEDOWA", 11196
"RACJONALIZACJI", 11123
"FIGOWA", 11089
"STACJA KRWIODAWSTWA", 11044
"KENIGA", 10985
"PARK SKARYSZEWSKI", 10923
"PIMOT", 10848
"CODZIENNA", 10733
"ORLA", 10732
"STOICKA", 10729
"NOWE WŁOCHY", 10708
"KU WIŚLE", 10695
"SOLEC", 10677
"HOŁUBCOWA", 10638
"RAKOWIECKA-SANKTUARIUM", 10607
"TRAUGUTTA", 10599
"URSUS-RATUSZ", 10579
"MŁYNARSKA", 10568
"KS. POPIEŁUSZKI", 10484
"DZIKA", 10439
"BUKOWIŃSKA", 10436
"PKP WŁOCHY", 10436
"PIOTRA SKARGI", 10412
"WARSZAWA PRAGA", 10412
"GOŁKOWSKA", 10385
"CZŁUCHOWSKA", 10382
"POLECZKI", 10345
"WIEJSKA", 10331
"GOLĘDZINÓW", 10322
"DZIERŻONIOWSKA", 10312
"SZASERÓW-SZPITAL", 10306
"WOŁOMIN", 10246
"MILENIJNA", 10238
"ZĄBKI", 10184
"MIKOŁAJSKA", 10183
"PIĘKNA", 10117
"OS. WILGA", 10073
"RECHNIEWSKIEGO", 10020
"ŁAGIEWNICKA", 9957
"WARSZAWA CHOSZCZÓWKA", 9940
"OŚRODEK WOJSKOWY", 9935
"PERZYŃSKIEGO", 9884
"KONWALIOWA", 9870
"WARSZAWSKA", 9861
"DALIBORA", 9832
"KS POLONIA", 9763
"PARK POSTĘPU", 9751
"MARYSIN", 9750
"DZIECI WARSZAWY", 9739
"ŻUROMIŃSKA", 9721
"ZARUSKIEGO", 9696
"ORLICH GNIAZD", 9667
"MALBORSKA", 9634
"ARMII KRAJOWEJ", 9565
"LESZNO", 9555
"LIPOWCZANA", 9549
"BRACI WAGÓW", 9536
"ŁABISZYŃSKA", 9534
"CMENTARZ", 9521
"MIKLASZEWSKIEGO", 9517
"KOSTRZEWSKIEGO", 9497
"ASPEKT", 9470
"ZAKRZEWSKA", 9428
"OŻARÓW MAZ.", 9419
"WARSZAWA TORUŃSKA", 9394
"AL. JANA PAWŁA II", 9394
"ROMASZEWSKIEGO", 9390
"GRENADY", 9390
"WARSZAWA PŁUDY", 9386
"MEISSNERA", 9377
"PL. POLITECHNIKI", 9371
"OKULAROWA", 9367
"CISIE", 9350
"FABRYCZNA", 9300
"INSTYTUT LOTNICTWA", 9299
"Warszawa Ochota WKD", 9296
"WITANÓW", 9290
"CYBERNETYKI", 9247
"NA BATERYJCE", 9246
"DOMANIEWSKA OFFICE PARK", 9240
"STEFANIKA", 9235
"OS. POTOK", 9225
"GŁĘBOCKA", 9203
"SULEJÓWEK", 9193
"NOWY DWÓR MAZ.", 9161
"GORZYKOWSKA", 9153
"OS. NOWY MOKOTÓW", 9150
"PODSKARBIŃSKA", 9144
"MOKOTOWSKA", 9103
"BOGATKI", 9062
"REDUTOWA", 9039
"DŁUGOSZA", 9024
"BIELANY-RATUSZ", 8976
"URZĄD MIASTA", 8973
"ZACHĘTA", 8969
"PUSTELNIK", 8964
"TUŻYCKA", 8951
"RONDO KS. J. POPIEŁUSZKI", 8951
"OS. ARBUZOWA", 8939
"ARESZT ŚLEDCZY SŁUŻEWIEC", 8927
"JULIANOWSKA", 8882
"FORT BLIZNE", 8882
"BIAŁOŁĘKA-RATUSZ", 8867
"CM. BRÓDNOWSKI", 8861
"KOCHANOWSKIEGO", 8826
"TRUSKAWIECKA", 8762
"POPIELA", 8746
"GEN. ZAJĄCZKA", 8731
"SMOCZA", 8712
"FARADAYA", 8697
"RUMIANKOWA", 8647
"NOSKOWSKIEGO", 8604
"WRÓBLA", 8517
"MIĘDZYLESIE", 8514
"ANTKA ROZPYLACZA", 8504
"OKRĄGŁA", 8502
"TELIGI", 8492
"MOST SIEKIERKOWSKI", 8411
"KWATERY GŁÓWNEJ", 8404
"LALKI", 8329
"KANAŁ ŻERAŃSKI", 8324
"OS. LEŚNE", 8321
"ARMATNIA", 8321
"KAROLKOWA", 8300
"WARSZAWA URSUS PŁN.", 8290
"GEN. MACZKA", 8265
"Warszawa Al. Jerozolimskie", 8264
"BŁONIE", 8236
"CHŁOPICKIEGO", 8185
"KIERBEDZIA", 8164
"REDUTA WOLSKA", 8160
"WAŁOWICKA", 8139
"TUŁOWICKA", 8132
"LAZUROWA", 8122
"RAGINISA", 8049
"KLUB LIRA", 7976
"PL. NIEMENA", 7973
"DUNIKOWSKIEGO", 7963
"SGGW-BIBLIOTEKA", 7930
"BUDZIŃSKIEJ-TYLICKIEJ", 7898
"SKARBKA Z GÓR", 7892
"PKP KOŁO", 7879
"MEKSYKAŃSKA", 7833
"KOŚCIUSZKI", 7800
"MARYMONT-POTOK", 7800
"MIŃSK MAZ.", 7796
"AL. 3 MAJA", 7735
"PARAFIALNA", 7732
"ZABRANIECKA", 7722
"DO FORTU", 7716
"REJTANA", 7636
"IWICZNA", 7619
"MŁODZIEŃCZA", 7614
"JÓRSKIEGO", 7609
"KS POLONEZ", 7591
"EKSPRESOWA", 7566
"BARTNICZA", 7558
"PKP TORUŃSKA", 7554
"KRYNOLINY", 7549
"MARIENSZTAT", 7539
"FRANCISZKAŃSKA", 7464
"POLINEZYJSKA", 7462
"USTANÓWEK", 7445
"REMBERTÓW-KOLONIA", 7433
"PKP POWIŚLE", 7426
"SPARTAŃSKA", 7384
"WAPOWSKIEGO", 7375
"BUKOWSKIEGO", 7374
"SIEKIERKI-SANKTUARIUM", 7365
"DRZEWIECKIEGO", 7287
"SPISAKA", 7280
"ZAJEZDNIA ŻOLIBORZ", 7253
"IX POPRZECZNA", 7245
"SZUBERTA", 7242
"KOŁOWA", 7212
"KLAUDYNY", 7203
"KICKIEGO", 7200
"SOSNKOWSKIEGO", 7191
"BUDOWLANA", 7144
"DZIELNA", 7125
"ŚNIEGOCKIEJ", 7021
"ENERGETYCZNA", 7008
"OBRAZKOWA", 6996
"KRASICKIEGO", 6990
"WYCZÓŁKI", 6990
"PKP OLSZYNKA GROCHOWSKA", 6965
"POGODNA", 6945
"TARGÓWEK", 6933
"RASZYŃSKA", 6916
"SÓJKI", 6909
"3 MAJA", 6870
"STANIEWICKA", 6858
"NOWOURSYNOWSKA", 6832
"DUCHNICKA", 6826
"ŻEROMSKIEGO", 6822
"KONDUKTORSKA", 6820
"MASZYNOWA", 6812
"ZAJEZDNIA WORONICZA", 6811
"KOSIARZY", 6776
"CM. PÓŁNOCNY-BRAMA GŁ.", 6768
"WOJNICKA", 6755
"ZIELONA", 6749
"KOBYŁKA", 6740
"MOST GDAŃSKI", 6716
"ŁUKOWSKA", 6689
"URSYNÓW PŁD.", 6673
"POWSINEK", 6671
"CZERNIAKOWSKA", 6663
"PIECHURÓW", 6648
"TARNOWIECKA", 6645
"SIEMIATYCKA", 6639
"PRZEDPOLE", 6600
"MYCIELSKIEGO", 6587
"PRZYBYSZEWSKIEGO", 6578
"OS. DERBY III", 6561
"LAMINA", 6561
"RADAROWA", 6540
"TRAWIASTA", 6533
"KLASYKÓW", 6527
"PL. GRZYBOWSKI", 6520
"URSUS-NIEDŹWIADEK", 6517
"BOHATEREWICZA", 6513
"KOMITETU OBRONY ROBOTNIKÓW", 6509
"OS. KABATY", 6501
"PODZAMCZE", 6498
"BIELSZOWICKA", 6479
"OS. LEWANDÓW I", 6469
"SIEDLCE", 6456
"OKĘCIE BUSINESS PARK", 6441
"PL. KRASIŃSKICH", 6419
"KAROLIN", 6414
"BAZYLIAŃSKA", 6404
"ROZŁOGI", 6379
"SAMOCHODOWA", 6355
"ŁOWICKA", 6327
"OS. STASZICA/PĘTLA", 6312
"OS. ISKRA", 6300
"GRZYBOWA", 6298
"LIMANOWSKIEGO", 6277
"REGULSKA", 6269
"FRANCUSKA", 6268
"SEZAM", 6196
"HOSPICJUM ONKOLOGICZNE", 6184
"MAŁEJ ŁĄKI", 6179
"STARODĘBY", 6179
"WIDAWSKA", 6155
"RKS ORZEŁ", 6153
"ODLEWNICZA", 6130
"TRAKT LUBELSKI", 6109
"MŁYN", 6101
"OGIŃSKIEGO", 6086
"JASNA", 6071
"ANDERSENA", 6067
"KWITNĄCA", 6036
"1 SIERPNIA", 6028
"ATEŃSKA", 6023
"PRZASNYSKA", 6020
"MAGISTRACKA", 6017
"GÓRNOŚLĄSKA", 5991
"WKD RAKÓW", 5983
"SKOROSZE", 5973
"INOWŁODZKA", 5971
"MALINOWSKIEGO", 5951
"WARSZAWA OLSZYNKA GROCH.", 5931
"ŁUKASZCZYKA", 5907
"NOWOLIPIE", 5904
"WARSZAWA DAWIDY", 5885
"PŁASKOWICKIEJ", 5875
"METRO STADION NARODOWY", 5867
"PEONII", 5858
"WARNEŃSKA", 5853
"WARSZAWA OLSZYNKA GROCHOWSKA", 5850
"LWOWSKA", 5849
"BYTNARA", 5844
"TORFOWA", 5755
"MANDARYNKI", 5753
"JANÓWEK", 5745
"NIEMCEWICZA", 5703
"SUWALSKA", 5700
"DRZEWORYTNIKÓW", 5700
"ORZESZKOWEJ", 5667
"PKP PRUSZKÓW", 5629
"CHŁODNA", 5605
"PKP ZACISZE-WILNO", 5585
"DĄBROWSKIEGO", 5583
"ORZECHOWA", 5549
"KAJKI", 5531
"JEZIORKO CZERNIAKOWSKIE", 5513
"CM. PRAWOSŁAWNY", 5509
"KOMPASOWA", 5502
"RONDO ŻABCZYŃSKIEGO", 5480
"CZYNSZOWA", 5471
"BIBLIOTEKA UNIWERSYTECKA", 5469
"MIŁOBĘDZKA", 5465
"SOBOCKA", 5439
"ZAGOŚCINIEC", 5407
"HENRYKÓW", 5381
"TAGORE'A", 5356
"AGRYKOLA", 5344
"GALLA ANONIMA", 5331
"Opacz", 5313
"OSMAŃSKA", 5309
"TWARDOWSKA", 5286
"ZAPUSTNA", 5286
"MOŁDAWSKA", 5253
"RADIOWA-WAT", 5250
"CZORSZTYŃSKA", 5242
"KLASZTORNA", 5231
"MOST ŚWIĘTOKRZYSKI", 5230
"HERBSTA", 5219
"ORZYCKA", 5208
"PL. TYSIĄCLECIA", 5196
"NAŁĘCZOWSKA", 5191
"NOCZNICKIEGO", 5177
"PELIKANÓW", 5162
"GAJOWA", 5153
"MARMUROWA", 5130
"BRAZYLIJSKA", 5112
"HALA SPORTOWA BEMOWO", 5111
"MYSZKOWSKA", 5095
"ZAOLZIAŃSKA", 5092
"KĄTY GRODZISKIE", 5085
"PATKOWSKIEGO", 5079
"OSIEDLE MŁODYCH", 5073
"ŁAZIENKI KRÓLEWSKIE", 5064
"TARCHOMIN KOŚCIELNY", 5034
"WYSZOGRODZKA", 5023
"MICKIEWICZA", 5002
"STARE ŚWIDRY", 5001
"ODYŃCA", 4983
"PARK BRÓDNOWSKI", 4972
"OGRODY DZIAŁKOWE KAWĘCZYN", 4954
"RYNEK", 4941
"KAPELI", 4940
"SKŁADKOWSKIEGO", 4936
"WYBRZEŻE HELSKIE", 4928
"STRYJEŃSKICH", 4861
"TOR KOLARSKI", 4859
"KAROWA", 4831
"CENTRUM MODY", 4801
"ROLANDA", 4799
"HALLERA", 4796
"CHODAKOWSKA", 4771
"PRATULIŃSKA", 4768
"ŚNIEŻNA", 4759
"NA SKRAJU", 4749
"ŻOŁNIERSKA", 4744
"INFLANCKA", 4739
"WOJSKA POLSKIEGO", 4733
"PL. PRZYMIERZA", 4728
"INSTYTUT REUMATOLOGII", 4727
"ODRĘBNA", 4720
"BIAŁOBRZESKA", 4706
"DĄBRÓWKA SZLACHECKA", 4683
"PKP ŻERAŃ", 4671
"WODNIAKÓW", 4661
"DZIAŁKOWA", 4659
"CENTRUM TARGOWE", 4657
"Nowa Wieś Warszawska", 4656
"Michałowice", 4653
"OSTRÓDZKA", 4624
"WARSZAWA MOKRY ŁUG", 4600
"TECHNIKÓW", 4590
"ODESKA", 4583
"ODRODZENIA", 4568
"AL. WIELKOPOLSKI", 4536
"DS RIVIERA", 4533
"STERNICZA", 4526
"GDECKA", 4515
"ŚMIGIELSKA", 4498
"DOJAZDOWA", 4497
"CHOSZCZÓWKA", 4493
"ZAŚCIANKOWA", 4486
"PKP FALENICA", 4468
"KOCJANA-BOCZNICA", 4466
"MONTE CASSINO", 4457
"OŚ KRÓLEWSKA", 4453
"DOBCZYN", 4452
"ŚWIDERSKA", 4449
"ŁOSOSIOWA", 4421
"NARWIK", 4399
"ARBUZOWA", 4387
"HENRYKA BRODATEGO", 4369
"POTOCKICH", 4348
"TROCKA", 4345
"ZAJEZDNIA REDUTOWA", 4340
"STAWY", 4324
"ZWYCIĘZCÓW", 4316
"NIEDŹWIEDZIA", 4316
"MAKLAKIEWICZA", 4314
"BURSZTYNOWA-SZPITAL", 4302
"CONRADA-SZKOŁA", 4302
"ŁOWCZA", 4298
"KOŹMIŃSKA", 4285
"MIĘDZYBORÓW", 4254
"GRANICZNA", 4243
"POTULICKA", 4233
"ZAPLECZE", 4226
"SZAFARZY", 4219
"PKP RADOŚĆ", 4211
"KAKOWSKIEGO", 4199
"OPACZEWSKA", 4180
"STRUMYKOWA", 4168
"Reguły", 4151
"LERCHA", 4147
"HASSA", 4141
"WARSZAWA ŻERAŃ", 4137
"KOŚCIELISKA", 4112
"PIĘCIOLINII", 4102
"MASZEWSKA", 4098
"MAKOLĄGWY", 4095
"SZARYCH SZEREGÓW", 4086
"OBROŃCÓW TOBRUKU", 4084
"ŚRODKOWA", 4071
"PKP GOCŁAWEK", 4062
"NOWA IWICZNA", 4053
"SYPNIEWSKA", 4052
"KOŁBIEL", 4048
"NIK", 4040
"REMBERTÓW-AON", 4030
"OSMAŃSKA-DHL", 4020
"BUDEXPO", 4013
"MOST GROTA-ROWECKIEGO", 3999
"ŻUPNICZA", 3968
"RUDZKA", 3966
"PKP REMBERTÓW", 3948
"CICHA", 3943
"DOBOSZA", 3914
"KONWIKTORSKA", 3913
